Series16_A549ACE2_Mock_1,Series16_A549ACE2_Mock_2,Series16_A549ACE2_Mock_3,Series16_A549ACE2_SARSCoV2_1,Series16_A549ACE2_SARSCoV2_2,Series16_A549ACE2_SARSCoV2_3,Series16_A549ACE2_SARSCoV2_Rux_1,Series16_A549ACE2_SARSCoV2_Rux_2,Series16_A549ACE2_SARSCoV2_Rux_3
HERV9_Yq11.221b,0,0,0,0,0,0,0,0,0
HERV9_Yq11.221d,0,0,1,0,0,2,1,0,0
HERV9_Yq11.221f,0,0,0,0,0,0,0,0,0
HERV9_Yq11.221h,0,0,0,0,0,0,0,0,0
HERV9_Yq11.221j,0,0,0,0,0,0,0,0,0
HERV9_Yq11.221l,0,0,0,0,0,0,0,0,0
HERV9_Yq11.222b,0,0,0,0,0,0,0,0,0
HERV9_Yq11.223a,0,0,0,0,0,0,0,0,0
HERV9_Yq11.223b,0,0,0,0,0,0,0,0,0
HERV9_Yq11.23a,0,0,0,0,0,0,0,0,0
HERV9_Yq11.23b,0,0,0,0,0,0,0,0,0
HERVE_10p13b,0,0,0,0,0,0,0,0,0
HERVE_10p13c,0,0,0,0,0,0,0,0,0
HERVE_11p15.4,0,0,0,1,0,0,6,4,1
HERVE_11q13.2a,0,0,0,0,0,0,0,0,0
HERVE_11q13.2b,2,0,4,1,0,0,1,0,1
HERVE_11q13.2c,0,1,0,0,0,0,0,0,0
HERVE_11q13.4a,0,2,4,2,0,0,0,3,0
HERVE_11q13.4b,0,0,0,0,0,0,0,0,0
HERVE_11q13.4c,0,11,0,0,0,0,1,0,6
HERVE_11q13.4d,2,1,0,0,0,0,0,0,0
HERVE_11q13.4e,0,4,0,1,1,0,0,0,0
HERVE_12p13.31a,0,0,0,0,4,0,0,0,0
HERVE_12p13.31b,0,0,0,0,0,0,0,0,0
HERVE_12q13.13,0,0,0,0,0,0,0,0,0
HERVE_12q24.32,0,0,0,0,0,0,0,0,0
HERVE_13q14.11a,4,40,36,33,36,33,40,50,38
HERVE_13q14.11b,0,0,0,0,0,0,0,0,0
HERVE_13q14.13a,1,3,3,4,2,1,0,3,3
HERVE_14q22.1,0,0,0,0,0,0,0,0,0
HERVE_17q11.2,0,0,1,3,1,0,4,0,4
HERVE_17q22,0,0,0,0,0,0,0,0,0
HERVE_19p12,0,0,0,0,0,0,0,0,0
HERVE_19q12,30,155,141,43,23,19,14,13,10
HERVE_19q13.41,0,0,0,0,0,0,0,0,0
HERVE_20p11.21a,0,0,0,0,0,0,0,0,0
HERVE_20p11.21b,0,0,0,0,0,1,1,0,0
HERVE_2p13.3a,0,0,0,0,0,0,0,0,0
HERVE_2p13.3b,0,0,0,0,0,0,1,0,0
HERVE_2q24.1a,0,0,0,0,0,0,0,0,0
HERVE_2q24.1b,0,0,0,0,0,0,0,0,0
HERVE_2q24.1c,0,0,0,0,0,0,1,0,0
HERVE_2q37.1,0,2,3,12,8,5,8,2,4
HERVE_3p12.3a,0,0,0,0,1,0,0,1,0
HERVE_3p12.3b,0,0,0,0,0,0,0,0,0
HERVE_3p12.3c,0,0,0,0,0,0,0,0,0
HERVE_3p25.3a,0,0,0,0,2,0,0,0,1
HERVE_3p25.3b,0,1,0,0,2,0,2,0,0
HERVE_3q21.2a,0,0,0,0,0,0,0,0,0
HERVE_3q21.2b,0,0,0,0,0,0,0,0,0
HERVE_3q21.2c,0,0,0,0,0,0,0,0,0
HERVE_3q22.1a,0,0,0,0,0,0,0,0,0
HERVE_3q22.1b,0,0,0,0,0,0,0,0,0
HERVE_4p16.1a,0,0,0,0,0,0,0,0,0
HERVE_4p16.1b,0,0,0,0,0,0,0,0,0
HERVE_4p16.1d,0,0,0,0,0,0,0,0,0
HERVE_4p16.1e,0,0,0,0,0,0,0,0,0
HERVE_4p16.1f,0,0,0,0,0,0,0,0,0
HERVE_4p16.3a,0,0,0,0,0,0,0,0,0
HERVE_4p16.3b,0,0,0,0,0,0,0,0,0
HERVE_4p16.3c,0,0,0,0,0,0,0,1,0
HERVE_4q33,0,0,0,0,0,0,0,0,0
HERVE_5q14.3c,5,14,9,4,9,9,11,10,11
HERVE_6q15,27,125,118,15,23,16,8,5,5
HERVE_7p22.1a,0,0,0,0,0,0,0,0,0
HERVE_7p22.1b,0,0,0,0,0,0,0,0,0
HERVE_7p22.1c,0,0,0,0,0,0,0,0,0
HERVE_7q21.3,3,8,14,6,6,6,9,12,9
HERVE_8p12b,0,0,0,0,0,0,0,0,0
HERVE_8p23.1b,0,0,0,0,0,0,0,0,0
HERVE_8p23.1c,0,0,0,0,0,0,0,0,0
HERVE_8p23.1d,0,0,0,0,0,0,0,0,0
HERVE_8p23.1e,0,0,0,0,0,0,0,0,0
HERVE_8p23.1f,0,0,0,0,0,0,0,0,0
HERVE_8p23.1g,0,0,0,0,0,0,0,0,0
HERVE_8p23.1h,0,1,0,0,0,0,0,2,0
HERVE_8p23.1j,0,0,0,0,0,0,0,0,0
HERVE_8p23.1k,0,0,0,0,0,0,0,0,0
HERVE_8p23.1l,0,0,0,0,0,0,0,0,0
HERVE_8p23.1m,0,0,0,0,0,0,0,0,0
HERVE_8p23.1n,0,0,0,0,0,0,0,0,1
HERVE_8p23.1o,0,0,0,0,0,0,0,0,0
HERVE_8p23.1p,0,0,0,0,0,0,2,0,0
HERVE_8q24.3a,0,0,0,0,0,0,3,2,1
HERVE_8q24.3b,0,0,0,0,0,2,0,0,1
HERVE_9q22.2a,0,0,0,0,0,0,0,0,0
HERVE_9q22.2b,0,0,0,0,0,0,0,0,0
HERVE_9q34.3,0,0,4,0,0,0,1,2,1
HERVE_Xp11.23,7,44,34,10,6,6,20,17,11
HERVE_Xq21.32,0,0,0,0,0,0,0,0,0
HERVE_Yp11.2c,0,0,0,0,0,0,0,0,0
HERVEA_10q23.1,0,0,0,0,0,0,0,1,0
HERVEA_11q12.2,0,0,0,0,0,0,0,0,1
HERVEA_12p13.31,0,0,0,0,0,0,1,0,0
HERVEA_12q21.1,2,7,2,1,3,0,6,3,0
HERVEA_12q23.1a,0,1,0,0,0,0,0,0,0
HERVEA_12q23.1b,0,0,0,1,0,0,1,0,0
HERVEA_13q21.32,0,0,0,0,0,0,0,0,0
HERVEA_15q21.3,6,44,23,6,9,12,16,13,15
HERVEA_18q21.2,0,0,0,0,0,0,0,0,0
HERVEA_19p12b,0,0,0,0,0,0,0,0,0
HERVEA_19p13.11,2,3,4,0,2,0,0,0,1
HERVEA_19p13.2,0,1,0,0,0,0,0,0,0
HERVEA_19p13.3,0,1,3,0,1,0,1,2,0
HERVEA_1p21.1d,0,0,0,0,0,0,0,0,0
HERVEA_1q31.1,0,0,0,2,0,0,0,2,0
HERVEA_1q41,0,0,0,0,1,0,0,0,0
HERVEA_21q22.11,1,0,1,1,0,0,1,2,0
HERVEA_3p12.3,0,0,0,0,0,0,0,0,0
HERVEA_3p24.3a,0,0,0,0,0,0,0,0,0
HERVEA_3p24.3b,0,0,0,0,0,0,0,0,0
HERVEA_3q25.32,2,1,1,0,0,0,1,0,0
HERVEA_3q26.1,0,0,0,0,0,0,0,0,0
HERVEA_4q28.3,0,0,0,0,0,0,0,0,0
HERVEA_5q13.1,0,0,0,0,0,0,0,0,0
HERVEA_5q22.2,0,0,0,0,0,0,0,0,0
HERVEA_6q22.31,0,0,0,0,0,0,0,0,0
HERVEA_8p11.21,0,0,0,1,0,0,0,1,0
HERVEA_Xp11.22,0,0,0,0,0,0,0,0,0
HERVEA_Xp22.33,0,0,0,0,0,0,0,0,2
HERVEA_Xq21.32,0,0,0,0,0,0,0,0,0
HERVEA_Xq27.2,0,0,0,0,2,0,0,0,2
HERVEA_Xq28,0,0,0,1,0,0,0,0,0
HERVEA_Yp11.2c,0,0,0,0,0,0,0,0,0
HERVEA_Yq11.221a,0,0,0,0,0,0,0,0,0
HERVEA_Yq11.221e,0,0,0,0,0,0,0,0,0
HERVFC1_11p15.4,0,0,0,0,0,0,0,0,0
HERVFC1_7q11.21,2,3,5,0,2,2,0,4,3
HERVFC1_7q36.2,0,0,0,0,0,0,0,0,0
HERVFC1_Yq11.222a,0,0,0,0,0,0,0,0,0
HERVFC1_Yq11.222b,0,0,0,0,0,0,0,0,0
HERVFH19_9q34.11,1,1,2,0,1,2,2,1,0
HERVFH19_Xp11.3b,0,0,0,0,0,1,0,0,0
HERVFH21_10q22.1b,1,1,1,1,0,0,0,2,0
HERVFH21_11p15.4,5,11,8,4,7,10,20,10,17
HERVFH21_14q32.31a,2,3,2,4,9,2,14,9,3
HERVFH21_1p34.3,1,13,9,9,15,15,17,20,20
HERVFH21_3q25.1,10,37,31,11,14,27,36,26,15
HERVFH21_3q26.1,0,0,0,0,0,0,0,0,0
HERVFH21_4q25,0,0,0,0,0,0,0,0,0
HERVFH21_6p22.3,0,0,0,0,0,0,0,0,0
HERVFH21_6p24.1,0,0,0,0,0,0,0,0,0
HERVFH21_8q11.21,1,2,0,0,0,0,0,0,2
HERVFRD_10p11.22b,1,2,0,1,0,1,1,0,0
HERVFRD_10p15.1a,0,7,5,4,7,3,8,3,3
HERVFRD_10p15.1b,0,0,0,0,0,0,0,0,0
HERVFRD_1p33,1,0,0,0,0,0,0,0,0
HERVFRD_2p11.2,2,3,7,1,0,2,1,2,5
HERVFRD_6q22.31,1,0,0,0,0,0,0,0,0
HERVFRD_7p21.3,1,1,0,0,0,1,0,0,0
HERVFRD_7q21.3,3,17,12,9,6,0,4,2,5
HERVFRD_8q12.3,1,0,0,0,0,0,0,0,0
HERVH_10p11.21,0,5,1,2,3,1,0,1,0
HERVH_10p11.22,0,0,0,0,0,0,0,0,0
HERVH_10p12.1a,0,0,0,0,0,0,0,1,0
HERVH_10p12.1b,0,0,0,0,0,0,0,0,0
HERVH_10p12.1c,0,0,0,0,0,0,0,0,0
HERVH_10p12.31,0,0,0,0,0,0,0,0,0
HERVH_10p12.33,0,0,0,0,0,0,0,0,0
HERVH_10p14a,0,1,0,0,0,0,0,0,0
HERVH_10p14b,0,0,0,0,0,0,0,0,0
HERVH_10p15.1,0,0,0,0,0,0,0,0,1
HERVH_10p15.3a,0,0,0,0,0,0,0,0,0
HERVH_10p15.3b,0,0,0,0,0,0,0,0,0
HERVH_10q11.22,0,0,1,0,0,0,1,0,0
HERVH_10q21.1a,0,0,0,0,0,0,0,0,0
HERVH_10q21.1b,0,0,0,0,0,0,0,0,0
HERVH_10q21.1c,0,0,0,0,0,0,0,0,0
HERVH_10q21.1d,0,0,0,0,0,0,0,0,0
HERVH_10q21.1e,0,0,0,0,0,0,0,0,0
HERVH_10q21.1f,0,2,0,1,2,2,0,1,2
HERVH_10q22.3a,0,0,0,0,0,0,0,0,0
HERVH_10q22.3b,0,0,0,0,0,0,0,1,0
HERVH_10q23.2a,0,0,0,0,0,0,0,0,0
HERVH_10q23.2b,0,0,0,0,0,0,0,0,0
HERVH_10q23.31a,0,1,0,1,1,1,0,0,0
HERVH_10q23.31b,0,0,0,0,0,0,0,0,1
HERVH_10q23.31c,0,0,0,0,0,0,0,0,0
HERVH_10q23.31d,0,0,0,0,0,0,0,0,0
HERVH_10q23.32,0,0,0,0,0,0,0,0,0
HERVH_10q24.1,0,0,0,0,0,0,0,0,0
HERVH_10q24.2a,0,1,0,0,1,0,0,1,0
HERVH_10q24.2b,0,0,0,0,0,0,1,0,0
HERVH_10q24.31a,5,23,24,9,15,13,27,15,11
HERVH_10q24.31b,0,0,0,0,0,0,0,0,0
HERVH_10q24.33a,0,0,0,0,0,1,0,2,1
HERVH_10q24.33b,0,0,0,0,0,0,0,0,0
HERVH_10q25.1a,0,0,0,0,0,0,0,0,0
HERVH_10q25.1b,0,0,0,0,0,0,0,0,0
HERVH_10q25.1c,0,0,0,0,0,0,0,2,0
HERVH_10q25.1d,0,0,0,0,0,0,0,0,0
HERVH_10q25.3,0,0,0,0,0,0,0,0,0
HERVH_10q26.11,0,0,0,0,0,0,1,0,0
HERVH_10q26.12,0,0,0,0,0,0,0,0,0
HERVH_11p11.12,0,0,0,0,0,0,0,0,0
HERVH_11p12b,0,0,0,0,0,0,0,0,0
HERVH_11p12c,0,0,0,0,0,0,0,0,0
HERVH_11p14.1a,0,0,1,0,0,0,0,0,0
HERVH_11p14.1c,0,0,0,0,0,0,0,0,0
HERVH_11p14.3a,0,0,0,0,0,0,0,0,0
HERVH_11p14.3b,0,0,0,0,0,0,0,0,0
HERVH_11p14.3c,0,0,0,0,0,0,0,0,0
HERVH_11p14.3d,0,0,0,0,0,0,0,0,0
HERVH_11p15.1a,0,0,0,0,0,0,0,0,0
HERVH_11p15.1b,0,0,0,0,0,0,0,0,0
HERVH_11p15.2,0,1,0,1,0,0,2,1,0
HERVH_11p15.4a,0,0,0,0,0,0,0,0,0
HERVH_11p15.4b,0,0,0,0,0,0,0,0,0
HERVH_11p15.4c,0,0,0,0,0,1,1,0,1
HERVH_11p15.4d,0,0,0,1,2,0,0,0,0
HERVH_11p15.4e,0,0,0,0,0,0,0,0,0
HERVH_11p15.4f,0,0,0,0,0,0,0,0,0
HERVH_11p15.4g,0,0,0,0,0,0,0,0,0
HERVH_11p15.4h,0,0,0,0,0,0,2,0,1
HERVH_11p15.4i,0,0,0,0,0,0,0,0,0
HERVH_11q11,0,0,0,0,0,0,0,0,0
HERVH_11q12.3,0,0,0,0,0,0,0,0,0
HERVH_11q13.2a,0,3,0,2,1,0,5,2,3
HERVH_11q13.2b,0,0,0,0,0,0,0,0,0
HERVH_11q13.2c,0,0,0,0,0,0,0,0,0
HERVH_11q13.2d,0,0,1,0,0,0,0,0,0
HERVH_11q13.2e,0,0,0,0,0,2,0,2,1
HERVH_11q13.2f,0,0,0,0,2,0,1,0,0
HERVH_11q13.3a,0,0,0,0,0,0,0,0,0
HERVH_11q13.3c,0,0,0,0,0,0,1,0,0
HERVH_11q13.4a,0,0,0,0,0,0,0,0,0
HERVH_11q13.4b,0,0,0,0,0,1,0,1,0
HERVH_11q14.1a,0,0,0,0,0,0,0,0,0
HERVH_11q14.1b,0,0,0,0,0,0,0,0,0
HERVH_11q14.1c,0,0,0,0,0,0,0,0,0
HERVH_11q14.1d,0,0,0,0,0,0,0,1,0
HERVH_11q14.1f,0,2,0,1,0,0,0,0,0
HERVH_11q14.1g,0,4,3,0,1,0,0,0,0
HERVH_11q14.1h,0,0,0,0,0,0,0,0,0
HERVH_11q14.1i,0,0,0,0,0,0,0,0,0
HERVH_11q14.2,0,0,0,0,0,0,0,0,1
HERVH_11q14.3,0,0,0,0,0,0,0,0,0
HERVH_11q21a,0,0,0,0,0,0,0,0,0
HERVH_11q21b,0,0,0,0,0,0,0,0,0
HERVH_11q21c,0,0,0,0,0,0,0,0,0
HERVH_11q21d,0,0,0,0,0,0,0,0,0
HERVH_11q21e,0,0,0,0,0,1,0,0,0
HERVH_11q22.2,0,0,0,0,0,0,0,0,1
HERVH_11q23.1,0,0,0,0,0,0,0,0,0
HERVH_11q23.3a,0,0,0,0,0,0,2,2,3
HERVH_11q23.3b,0,0,0,0,0,0,0,0,0
HERVH_11q23.3c,0,0,0,0,0,2,0,0,0
HERVH_11q24.1a,0,0,0,1,0,0,0,0,0
HERVH_11q24.1b,0,0,0,0,0,0,0,0,0
HERVH_11q24.1c,3,3,4,5,0,2,5,2,3
HERVH_11q24.1d,0,0,0,0,0,0,0,0,0
HERVH_11q24.2a,0,0,0,0,0,0,0,0,0
HERVH_11q24.2b,0,0,0,0,0,0,0,0,0
HERVH_11q24.3a,0,0,0,0,0,0,0,0,0
HERVH_11q24.3b,0,0,0,0,0,0,0,0,0
HERVH_11q25a,0,0,0,0,0,0,0,0,0
HERVH_11q25b,0,0,0,0,0,0,0,0,0
HERVH_12p11.1,0,0,0,0,0,0,0,0,0
HERVH_12p11.21,0,0,0,0,0,0,0,0,0
HERVH_12p11.22a,0,0,0,0,0,0,0,0,0
HERVH_12p11.22b,0,0,0,0,0,0,0,0,0
HERVH_12p12.1a,0,0,0,0,0,0,0,0,0
HERVH_12p12.1b,0,0,0,0,0,0,0,0,0
HERVH_12p12.2a,0,0,0,0,0,1,1,0,0
HERVH_12p12.2b,5,23,6,16,9,12,14,16,19
HERVH_12p12.3a,0,0,0,0,0,0,0,0,0
HERVH_12p12.3b,0,0,0,0,0,0,0,0,0
HERVH_12p12.3d,0,0,0,0,0,0,0,0,0
HERVH_12p12.3e,0,0,0,0,0,0,0,0,0
HERVH_12p13.1a,0,0,0,1,1,0,1,0,1
HERVH_12p13.2a,0,0,0,0,0,0,0,0,0
HERVH_12p13.2b,0,1,0,0,0,0,0,0,0
HERVH_12p13.2c,0,0,0,0,1,0,0,0,0
HERVH_12p13.2d,0,0,0,0,0,0,0,0,1
HERVH_12p13.31a,0,0,0,0,0,0,0,0,0
HERVH_12p13.31b,0,0,0,0,0,0,1,1,0
HERVH_12p13.31c,0,0,0,0,0,0,0,0,0
HERVH_12p13.31e,0,0,0,0,0,0,0,0,0
HERVH_12p13.32,0,0,0,0,0,0,0,0,0
HERVH_12q12,0,0,0,0,0,0,0,0,0
HERVH_12q13.11a,0,0,0,0,0,0,0,0,0
HERVH_12q13.11b,0,0,0,0,0,0,0,0,0
HERVH_12q13.11c,0,0,1,0,0,0,1,1,1
HERVH_12q13.2a,0,0,0,0,0,0,0,0,0
HERVH_12q13.2b,0,0,0,0,0,0,0,0,0
HERVH_12q14.1a,0,0,0,0,0,0,0,0,0
HERVH_12q14.1b,0,0,0,0,0,0,0,0,0
HERVH_12q14.1c,0,0,0,0,0,0,0,0,0
HERVH_12q14.1d,0,0,0,0,0,0,0,0,0
HERVH_12q14.2,0,0,0,0,0,0,0,0,0
HERVH_12q15a,0,3,0,0,0,0,0,0,0
HERVH_12q15b,0,0,0,0,0,0,0,0,0
HERVH_12q15c,0,0,0,0,0,0,0,0,0
HERVH_12q21.1a,0,0,0,0,0,0,0,0,0
HERVH_12q21.1b,0,0,0,0,0,0,0,0,0
HERVH_12q21.1c,0,0,0,0,0,0,0,0,0
HERVH_12q21.2a,0,0,0,0,0,0,0,1,0
HERVH_12q21.2b,0,0,0,0,0,0,1,0,0
HERVH_12q21.31,0,1,0,2,0,0,3,1,4
HERVH_12q21.32a,0,0,0,0,0,0,0,0,0
HERVH_12q21.32b,0,0,0,0,0,0,0,0,0
HERVH_12q21.32c,0,0,0,0,0,0,0,0,0
HERVH_12q22,0,1,2,2,1,0,2,0,3
HERVH_12q23.1,0,0,0,0,0,0,0,0,0
HERVH_12q23.2,0,0,0,0,0,0,0,0,0
HERVH_12q24.11,0,0,0,2,0,0,1,0,0
HERVH_12q24.21,0,0,0,0,0,0,0,0,0
HERVH_12q24.32,0,0,0,0,1,0,0,0,0
HERVH_12q24.33a,0,0,0,0,0,0,1,0,0
HERVH_12q24.33b,0,0,0,0,0,0,0,0,0
HERVH_13q13.2,0,0,0,0,0,0,0,0,0
HERVH_13q13.3a,3,0,4,4,8,1,7,5,12
HERVH_13q13.3b,0,0,0,0,0,0,0,0,0
HERVH_13q14.11a,0,0,0,0,0,0,0,0,0
HERVH_13q14.11b,0,2,6,3,0,2,1,0,0
HERVH_13q14.2a,0,2,8,9,5,8,21,20,20
HERVH_13q14.2b,0,0,0,0,0,0,0,0,0
HERVH_13q14.3a,0,0,0,0,0,0,0,0,0
HERVH_13q14.3b,0,0,0,0,0,0,0,0,0
HERVH_13q14.3c,0,0,0,0,0,0,0,0,0
HERVH_13q14.3d,0,0,0,0,0,0,0,0,0
HERVH_13q21.1a,0,0,0,0,0,0,0,0,0
HERVH_13q21.1b,0,0,0,0,0,0,0,0,0
HERVH_13q21.1c,0,0,0,0,0,0,0,0,0
HERVH_13q21.1d,0,0,0,0,0,0,0,0,0
HERVH_13q21.2a,0,0,0,0,0,0,0,0,0
HERVH_13q21.2b,0,0,0,0,0,0,0,0,0
HERVH_13q21.31,0,0,0,0,0,0,0,0,0
HERVH_13q21.32a,0,0,0,0,0,0,0,0,0
HERVH_13q21.32b,0,0,0,0,0,0,0,0,0
HERVH_13q22.3,0,0,0,0,0,0,0,0,0
HERVH_13q31.1a,0,0,0,0,0,0,0,0,0
HERVH_13q31.1b,0,0,0,0,0,0,0,2,0
HERVH_13q31.1c,0,0,0,0,0,0,0,0,0
HERVH_13q31.1d,0,0,0,0,0,0,0,0,0
HERVH_13q31.1e,0,0,0,0,0,0,0,0,0
HERVH_13q31.2a,0,0,0,0,0,0,0,0,0
HERVH_13q31.2b,0,0,0,0,0,0,0,0,0
HERVH_13q31.3a,0,0,0,0,0,0,0,0,0
HERVH_13q31.3b,0,0,0,0,0,0,0,0,0
HERVH_13q32.2,0,0,0,0,0,0,0,0,0
HERVH_13q33.2,0,0,0,0,0,0,0,0,0
HERVH_13q33.3,31,150,127,176,157,154,225,188,148
HERVH_14q11.2a,3,0,5,1,0,0,0,1,0
HERVH_14q11.2b,0,0,0,0,0,0,0,0,0
HERVH_14q12b,0,0,0,0,0,0,0,0,0
HERVH_14q12c,0,0,0,0,0,0,0,0,0
HERVH_14q13.1,0,0,0,0,0,0,0,0,0
HERVH_14q21.1a,0,0,0,0,0,0,0,0,0
HERVH_14q21.1b,0,0,0,0,0,0,0,0,0
HERVH_14q21.2a,0,0,0,0,0,0,0,0,0
HERVH_14q21.2b,0,0,0,0,0,0,0,0,0
HERVH_14q21.2c,0,0,0,0,0,0,0,0,0
HERVH_14q21.3a,0,0,0,0,0,0,0,0,0
HERVH_14q21.3b,0,0,0,0,0,0,0,0,0
HERVH_14q21.3c,0,0,0,0,0,0,0,0,0
HERVH_14q22.1a,0,0,0,1,0,1,0,0,1
HERVH_14q22.1b,0,1,0,2,1,7,10,8,5
HERVH_14q23.1a,1,18,11,3,0,1,1,1,2
HERVH_14q23.1b,0,0,1,0,1,0,0,1,0
HERVH_14q24.2a,0,0,0,1,0,0,0,0,0
HERVH_14q24.2b,0,0,0,0,0,0,2,0,3
HERVH_14q24.2c,0,3,0,2,0,1,0,0,1
HERVH_14q24.3a,4,2,6,3,0,2,1,0,0
HERVH_14q24.3b,0,0,0,0,0,0,1,3,1
HERVH_14q31.1,0,0,0,0,0,0,0,0,0
HERVH_14q31.3a,0,0,0,0,0,0,0,0,0
HERVH_14q31.3b,0,0,0,0,0,0,0,0,0
HERVH_14q31.3c,0,0,0,0,0,0,0,0,0
HERVH_14q31.3d,0,1,0,0,0,0,0,0,0
HERVH_14q32.12a,4,22,24,12,12,9,22,16,14
HERVH_14q32.12b,0,0,0,0,0,0,1,0,0
HERVH_14q32.12c,0,0,0,0,0,0,0,0,0
HERVH_14q32.2a,0,0,0,0,0,0,0,0,0
HERVH_14q32.2b,0,0,0,0,0,0,0,0,0
HERVH_14q32.2c,0,0,0,0,0,0,1,0,0
HERVH_14q32.31a,0,0,0,0,0,0,0,0,1
HERVH_14q32.31b,1,3,3,23,15,6,22,30,21
HERVH_14q32.31c,0,0,0,0,0,0,0,0,0
HERVH_15q11.2,0,0,0,0,0,0,0,0,1
HERVH_15q14a,0,0,0,0,0,0,0,0,0
HERVH_15q14b,0,0,0,0,0,0,0,0,0
HERVH_15q14c,0,0,0,0,0,0,0,0,0
HERVH_15q15.1a,0,0,0,0,0,0,0,0,0
HERVH_15q15.1b,0,0,0,0,0,0,0,0,0
HERVH_15q15.2,0,1,0,0,1,0,2,0,0
HERVH_15q21.2,0,0,0,0,0,0,0,1,0
HERVH_15q21.3a,0,0,0,0,0,0,0,0,0
HERVH_15q21.3b,0,0,0,0,0,0,0,0,0
HERVH_15q24.1,0,0,0,0,0,0,0,0,0
HERVH_15q25.2,0,1,1,6,9,9,2,5,5
HERVH_15q25.3a,0,0,0,0,0,0,0,0,0
HERVH_15q25.3b,0,0,0,0,0,0,0,0,0
HERVH_15q26.1a,0,0,0,1,0,0,0,0,0
HERVH_15q26.1b,0,0,0,0,0,0,0,0,0
HERVH_15q26.1c,0,0,0,1,0,0,0,0,0
HERVH_15q26.1d,0,0,0,0,0,0,0,0,0
HERVH_15q26.2a,0,0,0,0,0,0,0,0,0
HERVH_15q26.2b,0,0,0,0,0,0,0,0,0
HERVH_15q26.3a,0,0,0,0,0,0,0,0,0
HERVH_15q26.3b,1,2,5,1,3,0,1,4,1
HERVH_16p11.2,0,0,3,1,1,0,3,0,1
HERVH_16p12.3,3,0,2,1,0,0,3,5,1
HERVH_16p13.12,0,0,0,0,0,0,0,0,0
HERVH_16p13.2a,0,0,0,0,0,0,0,0,0
HERVH_16p13.2b,0,0,0,0,0,0,0,0,0
HERVH_16p13.2c,0,0,0,0,0,0,0,0,0
HERVH_16p13.2e,1,8,8,16,34,36,44,56,47
HERVH_16q12.1a,0,1,0,0,0,0,0,0,0
HERVH_16q12.1b,0,0,0,0,0,0,0,0,0
HERVH_16q21a,0,0,0,0,0,0,0,0,0
HERVH_16q21b,0,0,0,0,0,0,0,0,0
HERVH_16q21c,0,0,0,0,0,0,0,0,0
HERVH_16q21d,0,0,0,0,0,0,0,0,0
HERVH_16q21e,0,0,0,0,0,0,0,0,0
HERVH_16q22.1,0,3,0,0,0,2,3,3,2
HERVH_16q24.1a,0,0,0,0,0,0,0,0,0
HERVH_16q24.1b,0,0,0,1,0,0,0,1,0
HERVH_17p12,0,0,0,1,0,0,1,1,0
HERVH_17p13.1,0,0,0,0,0,0,0,0,0
HERVH_17q11.2,0,0,0,0,0,0,0,0,0
HERVH_17q12,0,0,0,0,0,0,0,0,0
HERVH_17q22a,0,0,0,0,0,0,0,0,0
HERVH_17q22b,0,0,0,1,0,1,0,0,0
HERVH_17q24.2,0,0,0,0,0,0,0,0,0
HERVH_17q25.1a,0,0,2,1,0,0,0,0,0
HERVH_17q25.1b,0,5,4,10,12,9,10,4,25
HERVH_17q25.1c,0,0,0,0,1,0,0,1,0
HERVH_17q25.3,1,6,5,6,5,1,5,10,3
HERVH_18p11.22,0,0,0,0,0,0,0,0,0
HERVH_18q11.2,0,0,0,1,0,1,1,0,0
HERVH_18q12.1a,0,0,0,0,0,0,0,0,0
HERVH_18q12.1b,0,0,0,0,0,0,0,0,0
HERVH_18q12.1c,0,0,0,0,0,0,1,0,0
HERVH_18q12.1d,0,0,0,0,0,0,0,0,0
HERVH_18q12.2a,0,0,0,0,0,0,0,0,0
HERVH_18q12.2b,0,0,0,0,0,0,0,0,0
HERVH_18q12.2c,0,0,0,0,0,0,0,0,0
HERVH_18q12.3a,0,0,0,2,0,1,2,3,1
HERVH_18q12.3b,0,0,0,0,0,0,0,0,0
HERVH_18q12.3c,0,0,0,0,0,0,0,1,0
HERVH_18q12.3d,0,0,0,0,0,0,0,0,0
HERVH_18q21.2,0,0,0,0,0,0,0,0,0
HERVH_18q21.31a,2,0,0,0,0,0,0,0,0
HERVH_18q21.31b,0,0,0,0,0,0,0,0,0
HERVH_18q21.32,0,0,0,1,0,0,0,0,0
HERVH_18q22.1,0,0,0,0,0,0,0,0,0
HERVH_18q22.3a,104,318,346,120,101,95,142,161,103
HERVH_18q22.3b,1,0,4,1,0,0,0,1,2
HERVH_19p12a,0,0,0,0,0,0,0,0,0
HERVH_19p12b,0,0,0,0,0,0,0,0,0
HERVH_19p12c,0,0,0,0,0,0,0,0,0
HERVH_19p12e,0,0,0,0,0,0,0,0,0
HERVH_19p12f,0,0,0,0,0,0,0,0,0
HERVH_19p12g,0,0,0,0,0,0,0,0,0
HERVH_19p12k,0,0,0,0,0,0,0,1,0
HERVH_19p13.11,0,3,1,1,0,0,0,0,0
HERVH_19p13.2d,1,2,0,0,0,0,0,0,0
HERVH_19p13.3a,0,0,0,0,1,0,0,1,1
HERVH_19p13.3b,0,0,0,3,2,6,9,6,9
HERVH_19p13.3c,1,1,1,4,3,2,5,3,8
HERVH_19p13.3d,1,0,0,2,5,7,11,7,3
HERVH_19q12,0,0,0,0,0,0,0,0,0
HERVH_19q13.11,0,0,0,0,0,0,0,0,0
