N3,N2,B1,B2,P3,P2,P1,N1,C1,C2,C3
ERV316A3_21q22.2a,0,0,0,0,0,0,3,0,0,0,0
ERV316A3_2q12.3d,0,0,0,0,0,0,1,1,0,0,0
ERV316A3_2q21.2a,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_3q13.11h,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_4p13a,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_4q13.1e,0,0,0,0,0,0,2,1,0,0,0
ERV316A3_4q24e,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_4q28.1a,0,0,0,0,0,0,3,0,0,0,1
ERV316A3_4q31.22a,0,0,0,0,0,0,2,0,0,0,0
ERV316A3_5q15d,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_5q31.3c,0,0,0,0,0,0,2,1,0,0,0
ERV316A3_6p24.2,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_6p24.3a,0,0,0,0,0,0,2,0,0,0,0
ERV316A3_6q23.2a,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_6q24.3b,0,0,0,0,0,0,2,0,0,0,0
ERV316A3_6q26b,0,0,0,0,0,0,1,0,6,9,0
ERV316A3_7q33c,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_Xq27.1a,0,0,0,0,0,0,2,0,0,0,0
ERVL_17q11.1,0,0,0,0,0,0,1,0,0,0,0
ERVL_2p22.1b,0,0,0,0,0,0,1,0,0,0,0
ERVL_4q26b,0,0,0,0,0,0,1,0,0,0,0
ERVL_9q21.13,0,0,0,0,0,0,2,0,0,0,0
ERVLB4_11p15.5a,0,0,0,0,0,0,1,2,0,0,0
ERVLB4_12q13.2b,0,0,0,0,0,0,3,3,1,0,0
ERVLB4_15q23a,0,0,0,0,0,0,1,0,36,27,7
ERVLB4_15q23b,0,0,0,0,0,0,2,0,1,0,1
ERVLB4_16q13a,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_1p22.2b,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_1q25.2,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_21p11.2a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_21p11.2b,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_21p12a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_21p12b,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_22_KI270733v1_random,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_22q12.3,0,0,0,0,0,0,0,0,1,5,5
ERVLB4_4q34.3e,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_6p21.33a,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_7q34a,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_8q12.3c,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_9p13.1,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_9q13a,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_9q21.11b,0,0,0,0,0,0,1,0,0,0,0
ERVLB4_Un_GL000220v1,0,0,0,0,0,0,1,0,0,0,0
ERVLE_10q21.3c,0,0,0,0,0,0,1,0,0,0,0
ERVLE_11p15.5b,0,0,0,0,0,0,1,0,0,0,0
ERVLE_11q13.5b,0,0,0,0,0,0,1,0,2,0,0
ERVLE_12p13.31b,0,0,0,0,0,0,1,0,0,0,0
ERVLE_15q26.2a,0,0,0,0,0,0,2,0,0,0,0
ERVLE_2p16.3a,0,0,0,0,0,0,1,1,0,0,1
ERVLE_2q22.3a,0,0,0,0,0,0,3,0,0,0,0
ERVLE_3q11.2b,0,0,0,0,0,0,2,0,0,0,0
ERVLE_3q24e,0,0,0,0,0,0,1,0,0,0,0
ERVLE_3q24g,0,0,0,0,0,0,1,0,0,0,0
ERVLE_4p14b,0,0,0,0,0,0,1,0,0,0,0
ERVLE_4p15.1b,0,0,0,0,0,0,1,0,0,0,0
ERVLE_4q13.3a,0,0,0,0,0,0,1,0,0,0,0
ERVLE_5p13.3i,0,0,0,0,0,0,1,1,0,0,0
ERVLE_5p13.3k,0,0,0,0,0,0,1,0,0,0,0
ERVLE_6q23.3d,0,0,0,0,0,0,1,0,0,0,1
ERVLE_7p22.1b,0,0,0,0,0,0,1,0,0,0,0
ERVLE_7q31.32f,0,0,0,0,0,0,1,0,0,1,0
ERVLE_8p21.3c,0,0,0,0,0,0,1,1,0,0,0
ERVLE_8q12.1d,0,0,0,0,0,0,0,0,0,0,0
ERVLE_Xp21.3a,0,0,0,0,0,0,1,0,0,0,0
HERV3_Yq11.223a,0,0,0,0,0,0,1,0,0,0,0
HERV4_9q34.3b,0,0,0,0,0,0,1,0,0,0,0
HERVFH19_1p36.23a,0,0,0,0,0,0,0,1,0,0,0
HERVFH19_5q23.2,0,0,0,0,0,0,0,0,0,0,0
HERVFH21_Yq11.21,0,0,0,0,0,0,0,0,0,0,0
HERVFRD_5q22.2,0,0,0,0,0,0,1,0,0,0,0
HERVFRD_8q13.2,0,0,0,0,0,0,1,0,0,0,0
HERVH_5p15.31c,0,0,0,0,0,0,0,0,0,0,0
HERVH48_11q11b,0,0,0,0,0,0,0,0,0,0,0
HERVH48_2q12.2,0,0,0,0,0,0,1,0,0,0,0
HERVIP10F_9p21.2b,0,0,0,0,0,0,1,1,0,0,0
HERVK11_11p11.12c,0,0,0,0,0,0,0,0,0,0,0
HERVL_18q22.3b,0,0,0,0,0,0,0,0,0,0,0
HERVL_1p21.1d,0,0,0,0,0,0,0,0,0,0,0
HERVL_1p36.32,0,0,0,0,0,0,0,0,0,0,0
HERVL_2q32.1c,0,0,0,0,0,0,0,0,0,0,0
HERVL_2q35b,0,0,0,0,0,0,0,0,0,0,0
HERVL_4p15.31c,0,0,0,0,0,0,0,0,0,0,0
HERVL_5p14.1b,0,0,0,0,0,0,0,0,0,0,0
HERVL_5q34b,0,0,0,0,0,0,0,0,0,0,0
HERVL_6q15,0,0,0,0,0,0,0,0,0,0,0
HERVL_6q27f,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq21.2c,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq21.31l,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq22.3a,0,0,0,0,0,0,0,0,0,0,0
HERVL_Xq25k,0,0,0,0,0,0,0,0,0,0,0
HERVL_Yp11.2b,0,0,0,0,0,0,0,0,0,0,0
HERVL_Yp11.2d,0,0,0,0,0,0,0,0,0,0,0
HERVL_Yq11.222a,0,0,0,0,0,0,0,0,0,0,0
HERVL_Yq11.222d,0,0,0,0,0,0,0,0,0,0,0
HERVL18_15q21.1,0,0,0,0,0,0,1,0,0,0,0
HERVL40_18p11.21,0,0,0,0,0,0,1,0,0,0,0
HERVL40_18q22.1a,0,0,0,0,0,0,1,0,0,0,0
HERVL40_4q33,0,0,0,0,0,0,1,1,0,0,0
HERVL40_9q32,0,0,0,0,0,0,1,0,0,0,0
HERVL74_15_KI270727v1_random,0,0,0,0,0,0,0,0,0,0,0
HERVL74_15q11.2a,0,0,0,0,0,0,0,0,0,0,0
HERVL74_15q11.2b,0,0,0,0,0,0,0,0,0,0,0
HERVL74_4q35.1,0,0,0,0,0,0,0,0,0,0,0
HERVP71A_11q12.1,0,0,0,0,0,0,0,0,0,0,0
HERVP71A_5q23.2a,0,0,0,0,0,0,0,0,0,0,0
HERVW_2q31.3a,0,0,0,0,0,0,0,0,0,0,0
HML2_15q25.2,0,0,0,0,0,0,2,0,0,0,0
HML2_Yq11.23a,0,0,0,0,0,0,0,0,0,0,0
HML2_Yq11.23b,0,0,0,0,0,0,0,0,0,0,0
HML5_19p12f,0,0,0,0,0,0,0,0,0,0,0
HML5_7p14.1,0,0,0,0,0,0,1,0,0,0,0
HUERSP1_18q23,0,0,0,0,0,0,0,0,0,0,0
HUERSP2_11p15.4,0,0,0,0,0,0,0,2,0,1,0
HUERSP2_1p31.2,0,0,0,0,0,0,0,0,0,0,0
HUERSP2_4q13.3a,0,0,0,0,0,0,1,0,0,0,0
HUERSP3_10p11.21,0,0,0,0,0,0,1,0,0,0,0
HUERSP3_14q21.2,0,0,0,0,0,0,1,0,0,0,0
HUERSP3_19q13.11,0,0,0,0,0,0,2,0,0,0,0
HUERSP3_21q21.2,0,0,0,0,0,0,1,0,0,0,0
HUERSP3_5q22.3c,0,0,0,0,0,0,1,0,0,0,0
HUERSP3_8q21.11a,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_11p15.4,0,0,0,0,0,0,0,0,0,0,0
HUERSP3B_9p13.3a,0,0,0,0,0,0,3,0,0,0,0
HUERSP3B_9p13.3b,0,0,0,0,0,0,1,0,1,0,0
L1FLnI_10p14h,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_11p13q,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_11p15.3d,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_11q14.3x,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_12q23.1y,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_13q12.12f,0,0,0,0,0,0,9,0,0,0,0
L1FLnI_15q12c,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_15q21.3s,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_15q23g,0,0,0,0,0,0,0,0,1,2,0
L1FLnI_15q26.2a,0,0,0,0,0,0,2,0,0,0,0
L1FLnI_16q22.2a,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_1p13.2a,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_1p31.1w,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_1q24.2n,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_1q31.3e,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_1q32.1a,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_1q32.2i,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_20p11.22l,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_21q21.3f,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2p12bb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2p12xa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q14.3d,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q14.3x,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q22.1v,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q23.3u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_2q24.3n,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_2q31.3n,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_2q35q,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_3p26.1aa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_3q13.11g,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_3q23q,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_3q26.1ea,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_3q28g,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q22.1g,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_4q26ba,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_4q31.21f,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_4q31.3e,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_5p13.3f,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_5p15.2l,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_5q23.2r,0,0,0,0,0,0,1,1,0,0,0
L1FLnI_5q23.3f,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_5q34oa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_6q12y,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_6q14.1c,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_6q27t,0,0,0,0,0,0,0,1,0,0,0
L1FLnI_7p12.1o,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_7p12.3l,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_7p21.1s,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_7q31.1k,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_7q35p,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_8p21.3a,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_8p23.2k,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_8q12.3u,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_9p23z,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_9q21.13j,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_9q22.31b,0,0,0,0,0,0,1,0,0,0,0
L1FLnI_9q31.1aa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xp21.1h,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xp21.2c,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq12h,0,0,0,0,0,0,2,0,0,0,0
L1FLnI_Xq13.2m,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq21.1ef,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq21.1hd,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq21.31ja,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq21.32n,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq21.33lb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq22.1q,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Xq25cb,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Yp11.2ya,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.221oa,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.221va,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.223ra,0,0,0,0,0,0,0,0,0,0,0
L1FLnI_Yq11.223ta,0,0,0,0,0,0,0,0,0,0,0
LTR19_19q13.2,0,0,0,0,0,0,0,0,0,0,0
LTR19_Yq11.221d,0,0,0,0,0,0,0,0,0,0,0
LTR25_14q24.3,0,0,0,0,0,0,2,0,9,8,4
LTR25_1p21.1b,0,0,0,0,0,0,0,0,0,0,0
LTR25_Xq26.2,0,0,0,0,0,0,2,1,0,0,0
LTR25_Yq11.222d,0,0,0,0,0,0,0,0,0,0,0
LTR25_Yq11.222g,0,0,0,0,0,0,0,0,0,0,0
LTR57_6q24.3,0,0,0,0,0,0,1,0,2,0,0
MER101_19p13.2,0,0,0,0,0,0,2,0,1,1,6
MER101_21q21.3a,0,0,0,0,0,0,1,0,0,0,0
MER101_7q34,0,0,0,0,0,0,1,0,0,0,0
MER101_8q21.11b,0,0,0,0,0,0,1,0,0,0,0
MER101_9q34.13,0,0,0,0,0,0,0,1,0,0,0
MER34B_11p15.5,0,0,0,0,0,0,5,0,1,0,0
MER34B_13q34,0,0,0,0,0,0,2,0,0,0,0
MER34B_1p21.2c,0,0,0,0,0,0,1,0,0,0,0
MER34B_1p22.3a,0,0,0,0,0,0,1,0,0,0,0
MER34B_3q24,0,0,0,0,0,0,1,1,0,0,0
MER34B_7q36.3a,0,0,0,0,0,0,1,1,0,0,0
MER4_11q21a,0,0,0,0,0,0,0,0,0,0,0
MER4_12q15c,0,0,0,0,0,0,0,0,0,0,0
MER4_13q12.11,0,0,0,0,0,0,0,0,0,0,0
MER4_13q12.12d,0,0,0,0,0,0,1,0,0,0,0
MER4_13q14.3a,0,0,0,0,0,0,0,0,0,0,0
MER4_14q24.1d,0,0,0,0,0,0,1,1,0,0,0
MER4_14q32.12a,0,0,0,0,0,0,0,0,0,0,0
MER4_15q21.3,0,0,0,0,0,0,0,0,0,0,0
MER4_1q25.1a,0,0,0,0,0,0,1,0,0,0,0
MER4_22q13.33b,0,0,0,0,0,0,0,0,0,0,0
MER4_4q24b,0,0,0,0,0,0,0,0,0,0,0
MER4_4q28.3d,0,0,0,0,0,0,0,0,0,0,0
MER4_5q35.3b,0,0,0,0,0,0,0,0,0,0,0
MER4_6p22.3b,0,0,0,0,0,0,0,0,0,0,0
MER4_6q12a,0,0,0,0,0,0,1,0,0,0,0
MER4_9p13.3c,0,0,0,0,0,0,1,1,0,0,0
MER4_9q22.33,0,0,0,0,0,0,2,0,0,0,0
MER4_Xq11.1d,0,0,0,0,0,0,0,0,0,0,0
MER4_Xq11.1h,0,0,0,0,0,0,0,0,0,0,0
MER4_Xq21.32b,0,0,0,0,0,0,0,0,0,0,0
MER41_15q14,0,0,0,0,0,0,1,0,0,0,0
MER41_18p11.32,0,0,0,0,0,0,0,0,0,0,0
MER41_1q31.1,0,0,0,0,0,0,0,0,0,0,0
MER41_2q14.3b,0,0,0,0,0,0,0,0,0,0,0
MER41_4q13.3,0,0,0,0,0,0,0,0,0,0,0
MER41_5q15b,0,0,0,0,0,0,3,0,0,0,0
MER41_7p14.1b,0,0,0,0,0,0,1,0,3,3,5
MER41_9p24.1b,0,0,0,0,0,0,0,0,0,0,0
MER4B_22q11.22a,0,0,0,0,0,0,3,0,0,0,0
MER4B_5p14.3,0,0,0,0,0,0,1,0,0,0,0
MER4B_Xq13.2,0,0,0,0,0,0,1,1,0,0,0
MER61_12p13.31c,0,0,0,0,0,0,1,0,2,0,0
MER61_18q21.32,0,0,0,0,0,0,0,0,0,0,0
MER61_2p12,0,0,0,0,0,0,0,0,0,0,0
MER61_3p11.2,0,0,0,0,0,0,1,0,1,1,1
MER61_3p23,0,0,0,0,0,0,0,0,0,0,0
MER61_4q28.3c,0,0,0,0,0,0,0,0,0,0,0
MER61_5q32,0,0,0,0,0,0,0,0,0,0,0
MER61_6q15,0,0,0,0,0,0,0,0,0,0,0
MER61_6q24.1c,0,0,0,0,0,0,1,1,3,0,0
MER61_7p15.3,0,0,0,0,0,0,0,0,0,0,0
MER61_Xp11.22b,0,0,0,0,0,0,1,0,0,0,0
MER61_Xq21.31e,0,0,0,0,0,0,0,0,0,0,0
PABLA_2p16.3b,0,0,0,0,0,0,0,0,0,0,0
PABLA_4q34.3,0,0,0,0,0,0,0,0,0,0,0
PABLB_8q24.3a,0,0,0,0,0,0,1,1,2,2,2
PRIMA4_5p13.2,0,0,0,0,0,0,1,0,0,0,0
PRIMA41_4q34.2,0,0,0,0,0,0,1,0,0,0,0
PRIMA41_8p12,0,0,0,0,0,0,1,0,0,0,0
ERV316A3_10p11.21a,0,0,0,0,0,0,0,2,0,0,0
ERV316A3_10q11.23b,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_10q11.23c,0,0,0,0,0,0,0,3,0,0,0
ERV316A3_11p15.4b,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_12q21.33g,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_12q21.33h,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_12q23.3c,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_13q12.13b,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_14q11.2h,0,0,0,0,0,0,0,2,0,1,0
ERV316A3_14q13.1b,0,0,0,0,0,0,0,2,0,0,0
ERV316A3_17q21.2,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_18q22.1a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_1p21.1e,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_1p22.3b,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_1p31.1f,0,0,0,0,0,0,0,4,0,0,0
ERV316A3_1p36.23,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_1q21.3d,0,0,0,0,0,0,0,2,0,0,0
ERV316A3_1q31.3a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_1q42.12a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_20p13,0,0,0,0,0,0,0,5,0,0,0
ERV316A3_20q13.33a,0,0,0,0,0,0,0,3,1,0,0
ERV316A3_2p24.1a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_2q31.3c,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_2q32.3c,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_2q34a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_3p11.2,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_3p21.1a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_3p21.1c,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_3q12.3,0,0,0,0,0,0,0,2,0,0,0
ERV316A3_3q13.11e,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_3q28g,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_4p15.2a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_4p16.1a,0,0,0,0,0,0,0,1,0,1,0
ERV316A3_4q21.1f,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_4q22.3a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_4q26j,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_4q35.1,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_5p12b,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_5p14.3k,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_5q11.2f,0,0,0,0,0,0,0,3,0,0,4
ERV316A3_5q14.3g,0,0,0,0,0,0,0,2,0,0,0
ERV316A3_5q23.3a,0,0,0,0,0,0,0,2,0,0,0
ERV316A3_5q23.3c,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_6q21d,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_7p13b,0,0,0,0,0,0,0,2,0,0,0
ERV316A3_7p14.1b,0,0,0,0,0,0,0,1,32,13,25
ERV316A3_7q21.3c,0,0,0,0,0,0,0,0,0,0,0
ERV316A3_7q31.31b,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_7q31.31c,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_7q34a,0,0,0,0,0,0,0,3,0,0,0
ERV316A3_8p11.23b,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_8q21.13h,0,0,0,0,0,0,0,1,3,1,0
ERV316A3_8q21.13i,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_8q22.3a,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_8q24.11c,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_8q24.11d,0,0,0,0,0,0,0,2,0,0,0
ERV316A3_8q24.13d,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_Xp11.4d,0,0,0,0,0,0,0,1,0,0,0
ERV316A3_Xq22.3d,0,0,0,0,0,0,0,1,1,0,0
ERVL_17q12,0,0,0,0,0,0,0,1,0,0,0
ERVL_6q23.3b,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_10p12.31,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_10q23.31c,0,0,0,0,0,0,0,2,0,0,0
ERVLB4_12q24.11b,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_13q12.12a,0,0,0,0,0,0,0,1,54,57,46
ERVLB4_14q12f,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_18p11.32a,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_19p13.3,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_19q13.41,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_21q21.3c,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_22q11.22c,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_3q13.11b,0,0,0,0,0,0,0,2,1,0,2
ERVLB4_3q25.2c,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_5p14.1i,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_5p14.3b,0,0,0,0,0,0,0,0,0,0,0
ERVLB4_6q24.2,0,0,0,0,0,0,0,2,0,0,0
ERVLB4_7p12.3e,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_Xq21.1h,0,0,0,0,0,0,0,1,0,0,0
ERVLB4_Xq22.1d,0,0,0,0,0,0,0,0,0,0,0
ERVLE_10p11.22a,0,0,0,0,0,0,0,4,1,0,0
ERVLE_10q22.3,0,0,0,0,0,0,0,1,0,0,0
ERVLE_10q23.31b,0,0,0,0,0,0,0,1,0,0,0
ERVLE_11p11.2b,0,0,0,0,0,0,0,1,0,0,5
ERVLE_11p11.2d,0,0,0,0,0,0,0,1,0,0,0
ERVLE_11p15.4d,0,0,0,0,0,0,0,1,0,0,0
ERVLE_12p11.21a,0,0,0,0,0,0,0,1,0,0,0
ERVLE_12q23.3b,0,0,0,0,0,0,0,2,0,0,0
ERVLE_12q24.33,0,0,0,0,0,0,0,1,0,0,0
ERVLE_15q23e,0,0,0,0,0,0,0,1,0,0,0
ERVLE_15q26.1b,0,0,0,0,0,0,0,1,0,0,0
ERVLE_17q24.2a,0,0,0,0,0,0,0,1,0,0,0
ERVLE_18q21.2g,0,0,0,0,0,0,0,1,0,0,0
ERVLE_18q22.2a,0,0,0,0,0,0,0,1,0,0,0
ERVLE_18q23,0,0,0,0,0,0,0,1,0,0,0
ERVLE_19q13.12b,0,0,0,0,0,0,0,1,0,0,0
ERVLE_1p32.3b,0,0,0,0,0,0,0,2,0,0,0
ERVLE_1p32.3e,0,0,0,0,0,0,0,1,0,0,0
ERVLE_1p32.3f,0,0,0,0,0,0,0,1,0,0,0
ERVLE_1p35.2b,0,0,0,0,0,0,0,1,3,23,1
ERVLE_1q21.3a,0,0,0,0,0,0,0,1,0,0,0
ERVLE_21q21.3b,0,0,0,0,0,0,0,1,0,0,0
ERVLE_2p11.2d,0,0,0,0,0,0,0,1,0,0,0
ERVLE_2q12.1a,0,0,0,0,0,0,0,1,0,0,0
ERVLE_2q22.3c,0,0,0,0,0,0,0,1,0,0,0
ERVLE_2q31.3a,0,0,0,0,0,0,0,1,0,0,0
ERVLE_2q37.1,0,0,0,0,0,0,0,1,0,0,0
ERVLE_3p21.1,0,0,0,0,0,0,0,1,0,0,0
ERVLE_3q13.13e,0,0,0,0,0,0,0,1,0,0,0
ERVLE_4q27a,0,0,0,0,0,0,0,1,1,0,0
ERVLE_5p13.3c,0,0,0,0,0,0,0,1,0,0,0
ERVLE_5q15d,0,0,0,0,0,0,0,2,0,0,0
ERVLE_5q23.3g,0,0,0,0,0,0,0,1,0,0,0
ERVLE_6q21b,0,0,0,0,0,0,0,2,0,0,0
ERVLE_6q22.33c,0,0,0,0,0,0,0,1,0,0,0
ERVLE_7p21.3h,0,0,0,0,0,0,0,1,0,0,0
ERVLE_7p22.2a,0,0,0,0,0,0,0,1,0,0,0
ERVLE_7p22.2b,0,0,0,0,0,0,0,1,0,0,0
ERVLE_7q31.32c,0,0,0,0,0,0,0,1,0,0,0
ERVLE_8q21.13a,0,0,0,0,0,0,0,2,0,0,0
ERVLE_9p24.1c,0,0,0,0,0,0,0,1,0,0,0
ERVLE_Xp11.3a,0,0,0,0,0,0,0,1,0,0,0
ERVLE_Xp21.2b,0,0,0,0,0,0,0,1,0,0,0
ERVLE_Xp22.13,0,0,0,0,0,0,0,1,0,0,0
ERVLE_Xq23b,0,0,0,0,0,0,0,1,0,0,0
ERVLE_Xq26.2e,0,0,0,0,0,0,0,1,0,0,0
ERVLE_Xq28d,0,0,0,0,0,0,0,1,0,0,0
ERVLE_Xq28e,0,0,0,0,0,0,0,1,0,0,0
HERV3_6p22.2,0,0,0,0,0,0,0,1,0,0,0
HERV4_8q24.3,0,0,0,0,0,0,0,2,1,0,1
HERVEA_1p21.1a,0,0,0,0,0,0,0,0,0,0,0
HERVEA_1p21.1b,0,0,0,0,0,0,0,0,0,0,0
HERVEA_1p21.1c,0,0,0,0,0,0,0,0,0,0,0
HERVFH21_6p24.1,0,0,0,0,0,0,0,1,0,0,0
HERVFRD_Xq13.3,0,0,0,0,0,0,0,1,0,0,0
HERVFRD_Xq21.1c,0,0,0,0,0,0,0,1,0,0,0
HERVFRD_Xq21.32a,0,0,0,0,0,0,0,1,0,0,0
